Timestamp,Instance,Nodes,Max_K,Solved_at_K,Min_Cost,Min_Status,Time_SAT_Sec,Time_MIN_Sec
14:48:05,instance_n26_c1_k8_i86.dzn,26,8,7,64,OPTIMAL,1.51,73.82
14:49:21,instance_n26_c2_k11_i92.dzn,26,11,8,57,OPTIMAL,1.97,140.29
14:51:43,instance_n26_c2_k14_i93.dzn,26,14,10,N/A,ERROR_MIN,6.61,300.20
14:56:50,instance_n26_c2_k17_i94.dzn,26,17,9,N/A,ERROR_MIN,3.06,300.14
15:01:53,instance_n26_c2_k5_i90.dzn,26,5,5,49,OPTIMAL,0.89,3.06
15:01:57,instance_n26_c2_k8_i91.dzn,26,8,8,N/A,ERROR_MIN,2.21,300.17
15:06:59,instance_n26_c3_k11_i97.dzn,26,11,7,71,OPTIMAL,1.52,72.23
15:08:13,instance_n26_c3_k14_i98.dzn,26,14,7,53,OPTIMAL,1.54,23.53
15:08:38,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,1.48,53.04
15:09:33,instance_n26_c3_k5_i95.dzn,26,5,5,58,OPTIMAL,0.95,3.56
15:09:37,instance_n26_c3_k8_i96.dzn,26,8,6,52,OPTIMAL,1.21,2.22
